postcode,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time student: Aged 15-24 years,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time student: Aged 25 years and over,Technical or Further Educ Inst (incl. TAFE Colleges): Part-time student: Aged 15-24 years,Technical or Further Educ Inst (incl. TAFE Colleges): Part-time student: Aged 25 years and over,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time/Part-time student status not stated,University or other Tertiary Institution: Full-time student: Aged 15-24 years,University or other Tertiary Institution: Full-time student: Aged 25 years and over,University or other Tertiary Institution: Part-time student: Aged 15-24 years,University or other Tertiary Institution: Part-time student: Aged 25 years and over,University or other Tertiary Institution: Full-time/Part-time student status not stated,Other: Full-time student,Other: Part-time student,Total
"5360, SA",0,0,6,7,0,15,4,0,7,0,0,0,42
"5371, SA",3,5,6,7,0,29,7,0,6,0,0,5,61
"5372, SA",10,7,17,24,0,19,7,3,19,0,3,7,114
"5373, SA",8,14,18,27,0,28,12,4,11,0,4,17,148
"5374, SA",0,3,7,11,0,11,0,0,0,0,0,3,42
"5381, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5400, SA",0,3,0,5,0,121,20,0,5,0,0,4,163
"5401, SA",10,0,3,6,0,4,4,0,7,0,0,3,29
"5410, SA",0,0,3,4,0,3,0,0,0,0,0,0,13
"5411, SA",0,0,0,7,0,4,0,0,0,0,0,0,14
"5412, SA",0,5,5,7,0,0,4,0,4,0,0,8,23
"5413, SA",0,3,0,7,0,0,4,0,0,0,0,0,16
"5414, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5415, SA",0,0,4,0,0,3,0,0,3,0,0,0,8
"5416, SA",0,0,0,0,0,0,0,0,0,0,0,0,3
"5417, SA",0,0,3,18,0,4,0,0,11,0,0,5,46
"5418, SA",0,0,0,0,0,0,0,0,0,0,0,0,3
"5419, SA",0,0,0,0,0,0,0,0,0,0,0,0,6
"5420, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5421, SA",0,0,0,3,0,0,0,0,0,0,0,0,5
"5422, SA",4,11,5,15,0,0,0,0,4,0,0,4,44
"5431, SA",0,0,3,10,0,5,0,0,0,0,0,0,21
"5432, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5433, SA",0,0,0,16,0,0,3,0,11,0,0,5,36
"5434, SA",0,0,0,3,0,0,0,0,5,0,0,0,9
"5440, SA",0,0,0,0,0,0,0,0,0,0,0,0,8
"5451, SA",0,5,5,10,0,3,0,0,4,0,6,4,27
"5452, SA",0,0,0,3,0,6,0,0,0,0,0,4,12
"5453, SA",8,10,21,30,0,18,9,5,35,0,4,16,162
"5454, SA",0,0,0,3,0,0,0,0,0,0,0,0,8
"5455, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5460, SA",0,0,4,4,0,4,5,0,0,0,0,9,32
"5461, SA",5,0,5,16,0,9,6,4,11,0,3,10,65
"5462, SA",0,0,0,8,0,0,0,0,6,0,0,0,15
"5464, SA",4,0,3,6,0,0,0,0,0,0,0,0,15
"5470, SA",0,3,0,0,0,0,0,0,0,0,0,0,7
"5471, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5472, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5473, SA",3,3,0,4,0,0,0,0,5,0,0,0,14
"5480, SA",3,0,0,5,0,0,0,0,6,0,0,0,19
"5481, SA",0,0,0,0,0,0,0,0,5,0,0,0,11
"5482, SA",0,0,3,3,0,0,0,0,4,0,0,0,13
"5483, SA",0,5,0,0,0,0,0,0,0,0,0,0,11
"5485, SA",0,0,5,0,0,0,4,0,0,0,0,0,14
"5490, SA",0,0,0,5,0,0,0,0,0,0,0,0,10
"5491, SA",0,4,5,10,0,4,3,0,7,0,0,3,47
"5493, SA",0,0,0,0,0,0,0,0,0,0,0,3,4
"5495, SA",0,0,7,7,0,0,0,0,3,0,0,3,18
"5501, SA",15,21,39,57,0,67,24,6,28,0,9,25,286
"5502, SA",4,0,5,11,0,21,3,0,5,0,0,3,61
"5510, SA",0,0,0,0,0,0,0,0,0,0,0,0,5
"5520, SA",0,0,0,6,0,0,0,0,0,0,3,0,19
"5521, SA",0,0,0,0,0,0,0,0,0,0,0,0,7
"5522, SA",0,0,0,7,0,0,4,0,7,0,0,0,23
"5523, SA",0,7,9,13,0,8,3,6,13,0,0,7,59
"5540, SA",43,40,73,97,0,53,23,15,65,0,31,32,480
"5550, SA",6,0,3,13,0,0,5,0,4,0,0,3,30
"5552, SA",0,0,0,0,0,0,0,0,0,0,0,0,5
"5554, SA",12,5,23,28,0,17,10,0,18,0,6,16,129
"5555, SA",0,0,0,0,0,0,0,0,4,0,0,4,9
"5556, SA",9,4,16,24,0,9,9,3,13,0,3,12,110
"5558, SA",4,8,16,17,0,9,12,0,17,0,5,15,101
"5560, SA",0,0,0,4,0,0,0,0,0,0,0,0,12
"5570, SA",0,0,0,6,0,0,0,0,0,0,0,0,12
"5571, SA",0,4,0,6,0,0,0,0,5,0,0,0,21
"5572, SA",0,0,0,0,0,0,0,0,0,0,0,0,3
"5573, SA",3,9,4,3,0,13,0,3,9,0,3,10,54
"5575, SA",0,0,6,11,0,6,8,0,3,0,0,7,45
"5576, SA",0,0,4,0,0,4,0,0,7,0,5,7,29
"5577, SA",0,0,3,0,0,0,0,0,3,0,0,0,13
"5580, SA",0,0,0,0,0,0,0,0,4,0,0,3,6
"5581, SA",0,0,0,0,0,3,0,0,0,0,0,4,11
"5582, SA",0,0,0,0,0,0,3,0,3,0,0,0,11
"5583, SA",0,7,3,3,0,5,0,0,3,0,0,0,22
"5600, SA",18,10,43,52,0,28,24,12,45,0,8,23,280
"5601, SA",0,0,0,6,0,0,0,0,4,0,0,0,10
"5602, SA",0,0,0,8,5,4,0,0,3,0,0,4,28
"5603, SA",0,0,0,3,0,0,0,0,5,0,0,0,14
"5604, SA",0,0,0,0,0,0,0,0,0,0,0,0,7
"5605, SA",3,9,5,5,0,0,0,0,10,0,0,3,41
"5606, SA",27,28,43,95,6,39,36,15,97,0,23,43,449
"5607, SA",7,6,10,31,0,10,9,4,23,0,0,8,112
"5608, SA",51,81,59,117,4,59,75,13,67,0,25,57,610
"5609, SA",3,9,13,21,0,14,8,4,14,0,0,4,103
"5630, SA",0,0,0,0,0,0,0,0,0,0,0,0,5
"5631, SA",0,0,0,5,0,0,3,3,3,0,0,0,21
"5632, SA",0,0,0,6,0,0,0,0,0,0,0,4,13
"5633, SA",0,0,0,0,0,0,0,0,0,0,0,0,9
"5640, SA",0,0,0,14,0,3,6,3,6,0,4,0,32
"5641, SA",0,0,0,6,0,5,3,0,4,0,0,4,21
"5642, SA",0,0,0,6,0,0,0,0,0,0,0,0,3
"5650, SA",0,0,0,0,0,0,0,0,0,0,0,0,3
"5651, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5652, SA",0,0,3,3,0,0,0,4,4,0,0,0,22
"5653, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5654, SA",0,0,0,0,0,0,0,0,0,0,0,0,6
"5655, SA",0,0,0,3,0,0,0,0,0,0,0,0,5
"5660, SA",0,0,0,0,0,0,0,0,0,0,0,0,5
"5661, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5670, SA",0,0,0,3,0,3,0,0,8,0,3,0,11
"5671, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5680, SA",3,0,9,18,0,0,5,3,12,0,0,4,52
"5690, SA",0,5,5,33,0,8,6,5,14,0,7,8,98
"5700, SA",12,19,57,70,0,35,20,14,50,0,11,33,320
"5701, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5710, SA",4,5,3,5,0,3,5,4,12,0,0,4,49
"5713, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5715, SA",0,0,0,0,0,0,0,0,0,0,0,0,3
"5717, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5719, SA",0,0,0,0,0,0,0,0,3,0,0,0,3
"5720, SA",0,0,0,0,0,0,4,0,5,0,0,3,12
"5722, SA",0,0,0,4,0,0,0,0,0,0,0,0,9
"5723, SA",0,8,4,36,0,3,3,3,34,0,4,5,107
"5724, SA",0,0,0,6,0,0,0,0,9,0,0,0,16
"5725, SA",5,10,18,66,3,5,8,9,92,0,3,20,228
"5730, SA",0,0,0,0,0,0,0,0,0,0,0,0,3
"5731, SA",0,0,0,12,0,3,0,0,6,0,0,0,20
"5732, SA",0,0,0,4,0,0,0,0,3,0,0,0,10
"5733, SA",0,0,0,3,0,0,0,0,3,0,0,0,10
"5734, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5950, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"5960, SA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6000, WA",90,207,22,131,0,439,289,51,269,4,206,162,1882
"6003, WA",28,57,5,37,0,86,71,5,76,0,36,24,423
"6004, WA",78,190,26,129,0,415,261,47,203,3,107,122,1575
"6005, WA",17,76,11,66,0,174,129,17,138,0,49,61,747
"6006, WA",28,48,21,41,0,227,121,26,157,3,19,37,731
"6007, WA",37,45,15,55,0,193,123,32,150,0,15,42,699
"6008, WA",23,45,14,61,0,544,299,58,270,4,27,85,1432
"6009, WA",53,31,28,44,0,2831,876,112,237,15,33,60,4330
"6010, WA",28,22,26,83,0,761,212,82,240,6,12,67,1537
"6011, WA",12,13,14,33,0,346,86,37,132,0,20,31,719
"6012, WA",19,28,14,39,0,357,137,33,126,0,15,34,804
"6014, WA",67,104,50,128,0,691,305,101,300,7,47,97,1903
"6015, WA",8,12,20,13,0,339,37,39,59,0,4,23,551
"6016, WA",42,82,17,47,0,268,175,42,154,0,50,58,934
"6017, WA",17,55,9,36,0,124,95,16,40,3,21,31,454
"6018, WA",100,110,98,235,5,1021,367,141,498,5,75,169,2820
"6019, WA",63,93,70,190,0,532,213,100,372,6,47,139,1820
"6020, WA",54,41,62,92,0,585,107,94,229,0,15,75,1362
"6021, WA",96,90,74,117,3,548,165,55,161,0,44,94,1452
"6022, WA",24,17,19,32,0,91,36,18,42,0,9,31,311
"6023, WA",37,17,58,74,4,417,87,48,190,7,18,51,1016
"6024, WA",50,34,50,105,0,229,85,20,143,5,20,52,799
"6025, WA",88,50,120,171,4,845,216,104,288,0,35,127,2057
"6026, WA",73,29,96,117,4,622,138,102,211,3,32,82,1497
"6027, WA",192,156,195,239,3,1441,500,197,489,9,92,165,3684
"6028, WA",136,47,134,120,5,753,148,121,200,0,38,91,1798
"6029, WA",5,9,3,14,0,83,8,11,22,0,6,9,176
"6030, WA",209,154,197,250,9,800,251,142,317,3,92,200,2632
"6031, WA",84,63,107,114,0,335,140,44,168,3,51,103,1221
"6032, WA",0,0,0,0,0,7,0,0,0,0,0,3,11
"6033, WA",4,0,6,0,0,13,0,0,6,0,0,0,28
"6034, WA",8,6,13,6,0,18,6,11,19,0,4,13,92
"6035, WA",40,25,41,58,0,75,47,16,69,0,17,50,430
"6036, WA",88,42,81,97,4,240,119,41,114,5,31,64,924
"6037, WA",11,5,16,17,0,31,11,4,15,0,3,19,128
"6038, WA",29,21,26,55,0,83,45,32,72,0,15,30,406
"6041, WA",11,4,5,10,0,9,6,0,10,0,7,3,56
"6042, WA",0,0,0,0,0,0,0,0,0,0,0,0,3
"6043, WA",0,0,0,0,0,0,0,0,0,0,5,0,10
"6044, WA",0,0,0,8,0,8,0,0,7,0,0,0,21
"6050, WA",58,65,28,88,0,733,267,79,247,4,39,79,1676
"6051, WA",64,146,37,114,6,312,213,49,245,8,49,83,1320
"6052, WA",37,46,33,66,0,337,129,43,165,3,37,63,968
"6053, WA",64,84,35,116,8,317,121,50,221,0,26,80,1130
"6054, WA",95,78,75,150,6,381,153,72,237,0,43,87,1387
"6055, WA",87,69,75,159,3,331,187,67,250,3,64,125,1415
"6056, WA",175,133,178,271,7,491,195,108,322,6,68,174,2133
"6057, WA",58,43,99,74,0,196,75,40,125,3,22,99,834
"6058, WA",48,37,46,82,0,130,70,47,80,3,33,62,640
"6059, WA",97,95,57,126,3,758,220,96,231,14,58,136,1894
"6060, WA",110,190,43,212,3,529,387,87,356,8,96,145,2167
"6061, WA",308,469,129,414,18,868,555,145,382,10,285,315,3899
"6062, WA",175,187,121,222,13,851,296,102,264,11,118,186,2543
"6063, WA",89,74,56,113,7,319,91,54,97,5,51,96,1053
"6064, WA",198,211,121,272,13,726,224,107,194,8,172,211,2451
"6065, WA",274,172,260,360,14,1351,392,218,528,16,168,311,4060
"6066, WA",92,65,91,129,6,584,116,80,139,3,55,106,1478
"6067, WA",0,4,0,0,0,0,0,0,0,0,0,0,6
"6068, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6069, WA",169,111,173,295,5,527,217,118,355,5,110,189,2271
"6070, WA",10,4,16,11,0,71,20,8,45,0,14,17,224
"6071, WA",14,4,18,20,0,83,17,17,50,0,3,17,236
"6072, WA",0,6,6,0,0,15,5,3,10,0,0,3,48
"6073, WA",6,7,15,15,0,38,8,14,24,0,8,17,143
"6074, WA",3,4,3,3,0,19,5,0,4,0,3,3,48
"6076, WA",77,32,102,99,3,459,103,74,215,0,31,107,1293
"6077, WA",10,0,6,6,0,32,4,5,13,0,3,6,83
"6078, WA",8,0,5,3,0,26,9,5,0,0,0,5,58
"6079, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6081, WA",15,11,25,15,0,75,27,14,30,0,15,26,259
"6082, WA",10,5,18,23,0,30,17,7,23,0,5,14,152
"6083, WA",10,7,14,20,0,59,8,14,24,0,3,20,179
"6084, WA",30,9,37,34,0,94,24,15,55,0,11,28,338
"6090, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6100, WA",85,143,50,128,0,634,351,64,213,10,88,103,1860
"6101, WA",108,153,45,132,0,631,359,73,264,0,84,124,1976
"6102, WA",165,178,49,89,3,1727,627,73,155,3,108,76,3259
"6103, WA",78,128,38,92,0,311,177,45,132,3,73,81,1154
"6104, WA",74,90,46,94,0,320,136,56,140,0,63,80,1098
"6105, WA",92,114,67,115,0,314,192,28,123,4,62,102,1217
"6106, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6107, WA",412,449,163,385,7,1695,959,162,381,11,306,258,5183
"6108, WA",147,121,116,189,4,488,174,57,155,4,70,130,1667
"6109, WA",96,68,50,125,3,190,85,26,61,3,44,84,833
"6110, WA",211,211,193,269,6,710,262,107,308,10,120,211,2615
"6111, WA",120,72,102,154,0,340,130,56,188,0,64,110,1350
"6112, WA",292,267,244,420,9,831,414,148,555,13,173,297,3650
"6121, WA",10,0,12,15,0,68,5,8,14,0,7,12,155
"6122, WA",69,45,83,142,0,189,85,34,141,0,35,78,910
"6123, WA",5,0,11,6,0,3,7,7,7,0,0,0,49
"6124, WA",7,3,3,7,0,14,6,0,6,0,0,3,50
"6125, WA",13,0,20,11,0,30,5,4,16,0,14,4,114
"6126, WA",0,0,0,0,0,0,0,0,0,0,5,3,11
"6147, WA",80,119,49,128,3,420,176,53,112,0,67,85,1291
"6148, WA",66,78,39,117,0,764,212,80,189,5,36,72,1655
"6149, WA",71,50,61,76,0,755,192,90,193,3,34,77,1604
"6150, WA",80,51,45,41,3,1048,311,79,125,4,27,49,1858
"6151, WA",70,83,26,96,0,700,293,90,257,8,39,92,1766
"6152, WA",129,124,75,176,4,1728,628,138,379,13,55,127,3578
"6153, WA",65,56,51,87,0,862,223,97,237,3,42,79,1796
"6154, WA",35,23,27,52,0,362,94,32,119,0,19,52,805
"6155, WA",245,200,210,322,3,2039,514,220,466,16,169,218,4627
"6156, WA",48,48,45,85,3,494,151,75,177,10,28,74,1232
"6157, WA",32,27,31,71,4,368,154,56,193,4,18,57,1017
"6158, WA",9,21,10,33,0,271,64,26,109,0,4,36,578
"6159, WA",7,12,4,6,0,75,53,10,50,0,0,17,236
"6160, WA",28,38,17,57,5,226,191,24,170,9,13,53,820
"6161, WA",0,0,0,0,0,4,0,0,4,0,0,0,11
"6162, WA",32,41,35,61,3,249,182,42,204,0,16,44,907
"6163, WA",189,189,183,301,8,1257,612,189,552,11,122,243,3864
"6164, WA",315,225,244,412,4,1203,460,195,612,8,155,275,4116
"6165, WA",3,0,4,0,0,0,0,0,0,0,0,0,5
"6166, WA",38,19,50,51,0,224,38,26,95,0,8,48,590
"6167, WA",123,85,91,173,0,302,174,54,197,0,72,132,1413
"6168, WA",107,89,110,119,6,194,119,40,163,0,61,107,1121
"6169, WA",152,99,149,223,9,405,162,63,254,4,80,176,1778
"6170, WA",79,68,58,110,0,254,89,45,153,7,45,71,971
"6171, WA",136,88,136,222,8,404,196,76,309,5,51,171,1809
"6172, WA",56,34,84,89,0,187,70,46,82,0,35,55,729
"6173, WA",55,25,75,67,0,198,57,44,113,0,18,59,710
"6174, WA",29,12,32,28,0,50,22,4,32,0,0,25,240
"6175, WA",18,8,30,23,0,45,26,7,32,0,0,18,204
"6176, WA",4,0,12,7,0,14,9,7,11,0,6,11,83
"6180, WA",24,10,45,33,0,61,31,11,49,0,15,35,305
"6181, WA",0,0,9,0,0,7,0,0,10,0,0,3,26
"6182, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6207, WA",6,3,6,5,0,11,3,4,13,0,0,3,49
"6208, WA",35,30,50,54,0,85,42,13,61,0,20,31,442
"6209, WA",10,3,4,11,0,18,4,5,9,0,8,9,84
"6210, WA",270,196,303,341,9,768,321,136,415,5,143,314,3222
"6211, WA",27,8,20,41,0,54,32,12,45,0,9,32,288
"6213, WA",9,4,0,7,0,4,6,0,0,0,11,7,52
"6214, WA",0,0,4,0,0,3,0,0,0,0,0,0,14
"6215, WA",12,3,19,17,0,22,11,6,12,0,8,10,119
"6218, WA",0,0,0,0,0,3,0,0,3,0,0,0,9
"6220, WA",13,11,29,33,3,24,3,9,19,0,3,6,151
"6221, WA",0,0,5,5,0,0,0,0,0,0,0,0,11
"6223, WA",0,0,0,4,0,0,0,0,3,0,0,0,9
"6224, WA",6,4,8,4,0,9,0,0,7,0,3,0,43
"6225, WA",21,9,45,60,0,16,17,7,23,0,3,22,231
"6226, WA",6,0,4,6,0,3,5,0,3,0,0,3,33
"6227, WA",4,0,3,3,0,4,0,0,5,0,0,5,29
"6228, WA",0,0,0,5,0,0,0,0,0,0,0,3,6
"6229, WA",0,0,0,0,0,0,0,0,0,0,0,0,3
"6230, WA",184,136,203,260,3,215,204,57,325,5,80,184,1860
"6232, WA",38,41,50,70,4,37,39,11,62,3,14,54,432
"6233, WA",47,51,85,143,9,76,61,29,151,0,15,62,728
"6236, WA",6,0,17,11,0,15,9,3,15,0,9,11,84
"6237, WA",0,3,17,14,0,3,9,3,18,0,8,13,82
"6239, WA",14,0,14,15,0,13,15,7,23,0,4,12,121
"6240, WA",0,0,3,0,0,0,0,0,0,0,0,0,9
"6243, WA",0,0,0,0,0,0,0,0,0,0,0,0,6
"6244, WA",0,0,0,5,0,0,0,0,4,0,0,4,23
"6251, WA",0,0,0,3,0,0,0,0,6,0,3,0,14
"6252, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6253, WA",0,0,0,5,0,0,0,0,3,0,0,0,20
"6254, WA",0,0,4,0,0,5,3,0,0,0,0,0,18
"6255, WA",7,6,16,19,0,7,10,0,16,0,5,10,97
"6256, WA",0,0,0,0,0,0,0,0,4,0,0,0,12
"6258, WA",11,4,33,40,0,8,14,3,29,0,9,13,164
"6260, WA",0,4,0,8,0,0,0,6,10,0,0,6,34
"6262, WA",0,0,0,4,0,0,0,0,0,0,0,0,10
"6271, WA",10,13,21,25,0,8,19,3,27,0,3,15,139
"6275, WA",0,0,7,7,0,0,0,0,8,0,0,5,25
"6280, WA",87,77,149,203,0,83,83,21,182,0,66,85,1048
"6281, WA",12,19,22,35,0,19,30,3,60,0,10,34,243
"6282, WA",0,0,4,5,0,0,0,0,10,0,0,9,37
"6284, WA",3,0,11,14,0,3,8,0,21,0,4,4,68
"6285, WA",15,25,32,98,3,16,44,7,88,0,7,39,372
"6286, WA",0,0,0,4,0,0,0,0,6,0,0,0,19
"6288, WA",0,0,0,3,0,0,0,0,0,0,0,0,9
"6290, WA",8,5,4,8,0,10,3,0,3,0,0,0,40
"6302, WA",7,5,15,22,0,10,0,3,22,0,6,5,89
"6304, WA",0,6,0,10,0,0,3,0,10,0,0,3,32
"6306, WA",0,0,0,5,0,0,0,0,3,0,0,0,17
"6308, WA",4,4,5,0,0,0,0,0,0,0,0,3,20
"6309, WA",0,0,0,0,0,0,0,0,0,0,0,0,4
"6311, WA",0,0,0,8,0,0,0,0,3,0,0,0,14
"6312, WA",11,14,15,32,0,12,18,3,27,0,3,14,150
"6313, WA",0,0,0,6,0,0,0,0,0,0,0,0,3
"6315, WA",3,0,4,10,0,4,3,0,10,0,0,4,39
"6316, WA",0,0,0,0,0,3,0,0,0,0,0,0,11
"6317, WA",20,16,11,32,0,10,6,4,21,0,6,7,133
"6318, WA",0,0,5,0,0,0,3,0,0,0,0,7,17
"6320, WA",0,0,0,4,0,0,0,0,0,0,0,4,11
"6321, WA",0,0,0,0,0,0,0,0,0,0,0,0,3
"6322, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6323, WA",4,4,3,4,0,0,0,0,0,0,0,0,21
"6324, WA",15,6,15,15,0,7,3,0,22,0,12,3,101
"6326, WA",3,0,0,3,0,0,0,0,4,0,0,0,22
"6327, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6328, WA",0,0,3,8,0,0,0,0,0,0,0,0,10
"6330, WA",158,100,208,321,10,97,93,46,234,0,58,107,1429
"6333, WA",13,8,15,41,0,8,12,4,37,0,14,9,158
"6335, WA",0,0,4,9,0,0,0,0,0,0,0,4,22
"6336, WA",0,0,0,3,0,0,0,0,0,0,0,0,8
"6337, WA",0,0,3,0,0,0,0,0,0,0,0,0,8
"6338, WA",0,0,0,8,0,0,0,5,0,0,0,0,16
"6341, WA",0,0,0,5,0,0,0,0,0,0,0,0,4
"6343, WA",0,0,0,0,0,0,0,0,0,0,0,0,5
"6346, WA",0,0,0,4,0,0,3,0,3,0,0,4,20
"6348, WA",0,0,0,8,0,0,4,0,0,0,5,4,20
"6350, WA",0,0,0,4,0,0,0,0,0,0,0,0,8
"6351, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6352, WA",0,0,0,3,0,0,0,0,0,0,0,0,0
"6353, WA",0,0,4,5,0,0,0,0,3,0,0,0,17
"6355, WA",0,0,0,5,0,0,0,0,0,0,0,0,7
"6356, WA",0,0,0,4,0,0,0,0,0,0,0,0,5
"6357, WA",0,0,0,0,0,3,0,0,0,0,0,0,3
"6358, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6359, WA",0,0,0,5,0,0,0,0,5,0,0,0,19
"6361, WA",0,0,0,0,0,0,0,0,0,0,0,0,4
"6363, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6365, WA",0,0,0,5,0,0,0,0,3,0,0,0,11
"6367, WA",0,0,0,0,0,0,0,0,0,0,0,0,6
"6368, WA",0,0,0,0,0,0,0,0,0,0,0,0,4
"6369, WA",0,0,0,4,0,0,0,0,0,0,0,3,10
"6370, WA",0,0,3,0,0,0,0,0,0,0,0,0,9
"6372, WA",0,0,0,0,0,0,0,0,0,0,0,0,5
"6373, WA",0,0,0,0,0,0,0,0,0,0,0,0,3
"6375, WA",0,0,6,0,0,0,0,0,4,0,0,0,17
"6383, WA",0,0,6,3,0,4,5,0,0,0,0,0,21
"6384, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6385, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6386, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6390, WA",4,0,10,11,0,5,6,6,23,0,4,15,78
"6391, WA",0,0,0,12,0,0,0,0,3,0,0,7,18
"6392, WA",0,0,0,4,0,0,0,0,3,0,0,0,7
"6393, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6394, WA",0,0,0,3,0,5,0,0,0,0,0,0,10
"6395, WA",0,0,0,15,0,0,3,0,0,0,0,5,24
"6396, WA",0,0,5,3,0,0,0,0,0,0,4,0,11
"6397, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6398, WA",0,0,5,4,0,0,0,0,0,0,0,0,6
"6401, WA",9,13,44,70,5,44,20,6,41,0,15,35,294
"6403, WA",0,0,0,4,0,0,0,0,0,0,0,0,8
"6405, WA",0,4,0,0,0,0,0,0,0,0,0,0,6
"6407, WA",6,0,0,10,0,0,0,0,8,0,0,0,28
"6409, WA",0,0,0,3,0,3,0,0,9,0,3,0,20
"6410, WA",4,0,0,10,0,4,4,3,4,0,0,4,29
"6411, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6412, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6413, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6414, WA",0,0,0,0,0,0,0,0,0,0,0,0,3
"6415, WA",12,0,9,26,0,8,0,0,9,0,75,3,147
"6418, WA",0,0,0,7,0,0,3,0,0,0,3,0,23
"6419, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6420, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6421, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6422, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6423, WA",0,0,0,4,0,0,0,0,0,0,0,0,5
"6424, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6425, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6426, WA",0,0,4,5,0,0,0,0,0,0,0,0,11
"6427, WA",0,0,4,4,0,0,0,0,0,0,0,0,4
"6428, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6429, WA",5,0,0,12,0,0,0,0,7,0,4,4,31
"6430, WA",55,32,139,256,7,148,125,40,248,3,29,94,1166
"6431, WA",0,0,9,10,0,4,6,0,13,0,0,8,57
"6432, WA",19,4,55,66,3,5,13,5,31,0,15,26,233
"6434, WA",0,0,0,5,0,0,0,0,7,0,0,0,6
"6436, WA",0,0,0,0,0,0,0,0,0,0,0,0,3
"6437, WA",0,0,0,22,0,0,6,0,12,0,0,3,43
"6438, WA",0,0,5,11,0,0,0,0,24,0,5,0,44
"6440, WA",0,0,3,10,0,3,0,0,29,0,0,7,52
"6442, WA",14,3,20,28,0,0,3,5,25,0,0,9,109
"6443, WA",0,0,0,7,0,0,3,0,7,0,0,5,21
"6445, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6446, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6447, WA",0,0,0,3,0,3,0,0,0,0,0,0,7
"6448, WA",0,0,0,5,0,0,0,0,0,0,0,0,13
"6450, WA",18,10,52,80,0,12,19,16,71,0,18,36,332
"6452, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6460, WA",0,0,0,0,0,4,3,0,3,0,0,4,17
"6461, WA",0,0,0,5,0,4,0,0,6,0,0,0,13
"6462, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6463, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6465, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6466, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6467, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6468, WA",0,0,0,0,0,0,0,0,7,0,0,0,7
"6470, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6472, WA",0,0,0,0,0,0,0,0,0,0,0,0,4
"6473, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6475, WA",0,0,0,0,0,0,0,0,0,0,0,0,6
"6476, WA",0,0,0,0,0,0,0,0,0,0,0,0,0
"6477, WA",0,0,0,3,0,0,0,0,3,0,0,0,5
"6479, WA",0,0,0,6,0,0,0,0,0,0,0,0,11
